,Loan_ID,Gender,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Capped_ApplicantIncome,MedianReplacedApplicantIncome,zscore,Education_Not Graduate,Married_Yes,Self_Employed_Yes
0,LP001002,1,0,0.07299082285068836,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,5849.0,5849.0,0.07299082285068836,0,0,0
1,LP001003,1,1,-0.13441195378345122,-0.03873154846446157,-0.21124124943736647,360.0,1.0,0,4583.0,4583.0,-0.13441195378345122,0,1,0
2,LP001005,1,0,-0.3937473372051281,-0.5544873301529852,-0.9489964681145835,360.0,1.0,1,3000.0,3000.0,-0.3937473372051281,0,1,1
3,LP001006,1,0,-0.4620624697931504,0.2519796016915365,-0.3064354712021687,360.0,1.0,1,2583.0,2583.0,-0.4620624697931504,1,1,0
4,LP001008,1,0,0.09772843680942066,-0.5544873301529852,-0.05655063906956289,360.0,1.0,1,6000.0,6000.0,0.09772843680942066,0,0,0
5,LP001011,1,2,0.0022183113925933404,0.8805997122641535,1.4427583537260718,360.0,1.0,1,5417.0,5417.0,0.0022183113925933404,0,1,1
6,LP001013,1,0,-0.5030187842943628,-0.03599544352181688,-0.6039174142171756,360.0,1.0,1,2333.0,2333.0,-0.5030187842943628,1,1,0
7,LP001014,1,3,-0.38784962791695354,0.30191351689480206,0.1457370821806418,360.0,0.0,0,3036.0,3036.0,-0.38784962791695354,0,1,0
8,LP001018,1,2,-0.22893912765224944,-0.03257531234351103,0.26472985938664456,360.0,1.0,1,4006.0,4006.0,-0.22893912765224944,0,1,0
9,LP001020,1,1,1.2184570268205968,3.196712546212882,2.4184991268152944,360.0,1.0,0,10171.25,3812.5,1.2184570268205968,0,1,0
10,LP001024,1,2,-0.3609822856041582,-0.31507814767157505,-0.9013993572321825,360.0,1.0,1,3200.0,3200.0,-0.3609822856041582,0,1,0
11,LP001027,1,2,-0.4756599662075529,0.07481680665529297,-0.4373275261287717,360.0,1.0,1,2500.0,2500.0,-0.4756599662075529,0,1,0
12,LP001028,1,2,-0.38178809337077413,2.2178710029817448,0.6455067464458534,360.0,1.0,1,3073.0,3073.0,-0.38178809337077413,0,1,0
13,LP001029,1,0,-0.5816549081366906,0.41682992448587897,-0.3778311375257703,360.0,1.0,0,1853.0,1853.0,-0.5816549081366906,0,0,0
14,LP001030,1,2,-0.6724141010713773,-0.18306108418896885,-1.532061076423997,120.0,1.0,1,1299.0,1299.0,-0.6724141010713773,0,1,0
15,LP001032,1,0,-0.07428808409567142,-0.5544873301529852,-0.2469390825991673,360.0,1.0,1,4950.0,4950.0,-0.07428808409567142,0,0,0
16,LP001034,1,1,-0.29610748343423776,-0.5544873301529852,-0.5444210256141742,240.0,1.0,1,3596.0,3596.0,-0.29610748343423776,1,0,0
17,LP001036,0,0,-0.31019645562265485,-0.5544873301529852,-0.8300036909085807,360.0,0.0,0,3510.0,3510.0,-0.31019645562265485,0,0,0
18,LP001038,1,0,-0.08460907534997694,-0.5544873301529852,-0.1517448608343651,360.0,1.0,0,4887.0,4887.0,-0.08460907534997694,1,1,0
19,LP001041,1,0,-0.45927744040706797,0.6425585822540657,-0.36593185980517007,360.0,1.0,1,2600.0,2600.0,-0.45927744040706797,0,1,0
20,LP001043,1,0,0.369678365097471,-0.5544873301529852,-0.49682391473177306,360.0,0.0,0,7660.0,7660.0,0.369678365097471,1,1,0
21,LP001046,1,1,0.09035630019920242,1.3693364576440608,2.013923684314885,360.0,1.0,1,5955.0,5955.0,0.09035630019920242,0,1,0
22,LP001047,1,0,-0.45927744040706797,0.09909973802126458,-0.3540325820845698,360.0,0.0,0,2600.0,2600.0,-0.45927744040706797,1,1,0
23,LP001050,2,2,-0.33395111803335803,0.10115181672824809,-0.4016296929669709,360.0,0.0,0,3365.0,3365.0,-0.33395111803335803,1,1,0
24,LP001052,1,1,-0.27628462721565095,0.44590103950147875,0.06244213813643986,360.0,1.0,0,3717.0,3717.0,-0.27628462721565095,0,1,0
25,LP001066,1,0,0.6809463553066852,-0.5544873301529852,0.5384132469604509,360.0,1.0,1,9560.0,9560.0,0.6809463553066852,0,1,1
26,LP001068,1,0,-0.4266762140641029,0.216068224319325,-0.2826369157609681,360.0,1.0,1,2799.0,2799.0,-0.4266762140641029,0,1,0
27,LP001073,1,2,-0.19289757089118253,-0.19879368760917582,-0.4254282484081714,360.0,1.0,1,4226.0,4226.0,-0.19289757089118253,1,1,0
28,LP001086,1,0,-0.6489870891766838,-0.5544873301529852,-1.317874077453192,360.0,1.0,0,1442.0,1442.0,-0.6489870891766838,1,0,0
29,LP001087,0,2,-0.2708783937014909,0.15792599428812537,-0.3064354712021687,360.0,1.0,1,3750.0,3750.0,-0.2708783937014909,0,0,0
30,LP001091,1,1,-0.2027270863714735,0.5977548638182589,0.6574060241664537,360.0,1.0,0,4166.0,4166.0,-0.2027270863714735,0,1,0
31,LP001095,1,0,-0.36638851911831827,-0.5544873301529852,-0.8538022463497813,360.0,1.0,0,3167.0,3167.0,-0.36638851911831827,0,0,0
32,LP001097,1,1,-0.11655500066092261,-0.5544873301529852,-0.4730253592905725,360.0,1.0,0,4692.0,4692.0,-0.11655500066092261,0,0,1
33,LP001098,1,0,-0.3118347082027033,0.015648537270601597,-0.3778311375257703,360.0,1.0,1,3500.0,3500.0,-0.3118347082027033,0,1,0
34,LP001100,1,3,1.162592613840943,0.4715520233387727,2.0734200729178864,360.0,1.0,0,10171.25,3812.5,1.162592613840943,0,0,0
35,LP001106,1,0,-0.512520649258644,0.152453784402836,-0.21124124943736647,360.0,1.0,1,2275.0,2275.0,-0.512520649258644,0,1,0
36,LP001109,1,0,-0.5857505395868119,-0.09960988343830587,-0.5444210256141742,360.0,0.0,0,1828.0,1828.0,-0.5857505395868119,0,1,0
37,LP001112,0,0,-0.28447589011589347,-0.055490191238160284,-0.020852805907762065,360.0,1.0,1,3667.0,3667.0,-0.28447589011589347,0,1,0
38,LP001114,1,0,-0.2027270863714735,1.9114272494055395,0.45511830291624894,360.0,1.0,1,4166.0,4166.0,-0.2027270863714735,0,0,0
39,LP001116,1,0,-0.2712060442175006,0.015990550388432185,-0.4254282484081714,360.0,1.0,1,3748.0,3748.0,-0.2712060442175006,1,0,0
40,LP001119,1,0,-0.2954521824022184,-0.5544873301529852,-0.7824065800261797,360.0,1.0,0,3600.0,3600.0,-0.2954521824022184,0,0,0
41,LP001120,1,0,-0.5903376468109477,-0.13962541822448443,-1.1750827448059888,360.0,1.0,1,1800.0,1800.0,-0.5903376468109477,0,0,0
42,LP001123,1,0,-0.4920424920080379,-0.5544873301529852,-0.841902968629181,360.0,1.0,1,2400.0,2400.0,-0.4920424920080379,0,1,0
43,LP001131,1,0,-0.23958776942256466,0.24445531309926363,-0.13984558311376483,360.0,1.0,1,3941.0,3941.0,-0.23958776942256466,0,1,0
44,LP001136,1,0,-0.11606352488690806,-0.5544873301529852,-0.5920181364965753,360.0,1.0,1,4695.0,4695.0,-0.11606352488690806,1,1,1
45,LP001137,0,0,-0.3265789814231398,-0.5544873301529852,-0.6872123582613775,360.0,1.0,1,3410.0,3410.0,-0.3265789814231398,0,0,0
46,LP001138,1,1,0.04022577124971845,-0.5544873301529852,-1.2107805779677896,360.0,1.0,1,5649.0,5649.0,0.04022577124971845,0,1,0
47,LP001144,1,0,0.06840371562655258,-0.5544873301529852,-0.020852805907762065,360.0,1.0,1,5821.0,5821.0,0.06840371562655258,0,1,0
48,LP001146,0,0,-0.45190530379684973,0.6220377951842305,-0.3064354712021687,360.0,0.0,0,2645.0,2645.0,-0.45190530379684973,0,1,0
49,LP001151,0,0,-0.22992207920027855,0.22359251291159787,-0.020852805907762065,360.0,1.0,1,4000.0,4000.0,-0.22992207920027855,0,0,0
50,LP001155,0,0,-0.5693680137863268,0.00778223556049812,-0.5444210256141742,360.0,1.0,1,1928.0,1928.0,-0.5693680137863268,1,1,0
51,LP001157,0,0,-0.3796583650167111,-0.5544873301529852,-0.3064354712021687,360.0,1.0,1,3086.0,3086.0,-0.3796583650167111,0,0,0
52,LP001164,0,0,-0.19224226985916312,-0.5544873301529852,-0.4016296929669709,360.0,1.0,0,4230.0,4230.0,-0.19224226985916312,0,0,0
53,LP001179,1,2,-0.1290057202692912,-0.5544873301529852,-0.13984558311376483,360.0,1.0,0,4616.0,4616.0,-0.1290057202692912,0,1,0
54,LP001186,0,1,0.9987673558360934,-0.5544873301529852,1.6688446304174769,360.0,0.0,0,10171.25,3812.5,0.9987673558360934,0,1,1
55,LP001194,1,2,-0.4415843125425442,-0.1553580216446914,-0.580118858775975,360.0,1.0,1,2708.0,2708.0,-0.4415843125425442,0,1,0
56,LP001195,1,0,-0.5359476611533376,-0.010344459684522937,-0.5920181364965753,360.0,1.0,1,2132.0,2132.0,-0.5359476611533376,0,1,0
57,LP001197,1,0,-0.3337872927753532,0.19794152907430393,-0.12794630539316454,360.0,1.0,0,3366.0,3366.0,-0.3337872927753532,0,1,0
58,LP001198,1,1,0.4384849734595078,0.21504218496583322,0.40752119203384785,360.0,1.0,1,8080.0,8080.0,0.4384849734595078,0,1,0
59,LP001199,1,2,-0.3352617200973968,0.4233281737246601,-0.020852805907762065,360.0,1.0,1,3357.0,3357.0,-0.3352617200973968,1,1,0
60,LP001205,1,0,-0.4756599662075529,0.743794465131919,-0.3064354712021687,360.0,1.0,1,2500.0,2500.0,-0.4756599662075529,0,1,0
61,LP001206,1,3,-0.38899640472298747,-0.5544873301529852,-0.5563203033347744,360.0,1.0,1,3029.0,3029.0,-0.38899640472298747,0,1,0
62,LP001207,1,0,-0.4578030130850243,0.6251159132447058,0.2290320262248437,180.0,0.0,0,2609.0,2609.0,-0.4578030130850243,1,1,1
63,LP001213,1,1,-0.07510721038569566,-0.5544873301529852,-0.21124124943736647,360.0,0.0,0,4945.0,4945.0,-0.07510721038569566,0,1,0
64,LP001222,0,0,-0.2027270863714735,-0.5544873301529852,-0.3540325820845698,360.0,0.0,0,4166.0,4166.0,-0.2027270863714735,0,0,0
65,LP001225,1,0,0.052840316116091864,1.0170629462785572,1.3356648542406693,360.0,1.0,0,5726.0,5726.0,0.052840316116091864,0,1,0
66,LP001228,1,0,-0.3609822856041582,0.21641023743715557,-0.23503980487856702,180.0,0.0,0,3200.0,3200.0,-0.3609822856041582,1,0,0
67,LP001233,1,1,0.8758984123324562,-0.5544873301529852,1.9782258511530841,360.0,1.0,1,10171.25,3812.5,0.8758984123324562,0,1,0
68,LP001238,1,3,0.2779362206147552,-0.5544873301529852,-0.2469390825991673,60.0,1.0,1,7100.0,7100.0,0.2779362206147552,1,1,1
69,LP001241,0,0,-0.18077450179882365,-0.5544873301529852,-0.11604702767256427,360.0,0.0,0,4300.0,4300.0,-0.18077450179882365,0,0,0
70,LP001243,1,0,-0.3596716835401194,0.4941248891155914,0.31232697026904566,360.0,1.0,1,3208.0,3208.0,-0.3596716835401194,0,1,0
71,LP001245,1,2,-0.5780507524605839,0.08678726577936348,-0.580118858775975,360.0,1.0,1,1875.0,1875.0,-0.5780507524605839,1,1,1
72,LP001248,1,0,-0.3118347082027033,-0.5544873301529852,-0.7705073023055794,300.0,1.0,1,3500.0,3500.0,-0.3118347082027033,0,0,0
73,LP001250,1,3,-0.10623400940661709,-0.5544873301529852,-0.6039174142171756,360.0,0.0,0,4755.0,4755.0,-0.10623400940661709,1,1,0
74,LP001253,1,3,-0.02251930256613895,0.052243940878474296,0.49081613607804975,360.0,1.0,1,5266.0,5266.0,-0.02251930256613895,0,1,1
75,LP001255,1,0,-0.2708783937014909,-0.5544873301529852,-0.3897304152463706,480.0,1.0,0,3750.0,3750.0,-0.2708783937014909,0,0,0
76,LP001256,1,0,-0.2708783937014909,1.0700749795422981,0.35992408115144675,360.0,1.0,0,3750.0,3750.0,-0.2708783937014909,0,0,0
77,LP001259,1,1,-0.7213978532148273,0.4790763119310456,-0.4254282484081714,360.0,1.0,0,1000.0,1000.0,-0.7213978532148273,0,1,1
78,LP001263,1,3,-0.36638851911831827,0.8135651411693586,0.40752119203384785,300.0,0.0,0,3167.0,3167.0,-0.36638851911831827,0,1,0
79,LP001264,1,3,-0.3391935262895132,0.18631308306806402,-0.18744269399616592,360.0,1.0,1,3333.0,3333.0,-0.3391935262895132,1,1,1
80,LP001265,0,0,-0.25515116893302536,-0.5544873301529852,-0.41352897068757116,360.0,1.0,1,3846.0,3846.0,-0.25515116893302536,0,0,0
81,LP001266,1,1,-0.49286161829806213,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,2395.0,2395.0,-0.49286161829806213,0,1,1
82,LP001267,0,2,-0.6594719056889942,0.088839344486347,0.2528305816660443,360.0,1.0,0,1378.0,1378.0,-0.6594719056889942,0,1,0
83,LP001273,1,0,0.09772843680942066,0.21504218496583322,1.4189597982848712,360.0,1.0,0,6000.0,6000.0,0.09772843680942066,0,1,0
84,LP001275,1,1,-0.23188798229633673,-0.5544873301529852,-1.1393849116441879,240.0,1.0,1,3988.0,3988.0,-0.23188798229633673,0,1,0
85,LP001279,1,0,-0.4976125507802028,0.3111478710762279,-0.11604702767256427,360.0,1.0,1,2366.0,2366.0,-0.4976125507802028,0,0,0
86,LP001280,1,2,-0.3391935262895132,0.12953890550818672,-0.5563203033347744,360.0,1.0,1,3333.0,3333.0,-0.3391935262895132,1,1,0
87,LP001282,1,0,-0.4756599662075529,0.16989645341219586,-0.49682391473177306,360.0,1.0,1,2500.0,2500.0,-0.4756599662075529,0,1,0
88,LP001289,1,0,0.5181040488498647,-0.5544873301529852,0.7644995236518561,360.0,1.0,1,8566.0,8566.0,0.5181040488498647,0,0,0
89,LP001310,1,0,0.047761733117941525,0.8706813318470665,0.34802480343084646,360.0,1.0,1,5695.0,5695.0,0.047761733117941525,0,1,0
90,LP001316,1,0,-0.4006279980413318,0.43735071155571414,-0.17554341627556563,360.0,1.0,1,2958.0,2958.0,-0.4006279980413318,0,1,0
91,LP001318,1,2,0.13868475131063304,1.3792548380611478,0.50271541379865,180.0,1.0,1,6250.0,6250.0,0.13868475131063304,0,1,0
92,LP001319,1,2,-0.3490230417698042,0.06797654429868126,-0.7705073023055794,360.0,1.0,1,3273.0,3273.0,-0.3490230417698042,1,1,0
93,LP001322,1,0,-0.20813331988563355,-0.5544873301529852,-0.2826369157609681,360.0,1.0,1,4133.0,4133.0,-0.20813331988563355,0,0,0
94,LP001325,1,0,-0.2921756772421214,-0.5544873301529852,-1.4368668546591947,120.0,1.0,1,3620.0,3620.0,-0.2921756772421214,1,0,0
95,LP001326,1,0,0.22583978856921302,-0.5544873301529852,-0.21124124943736647,360.0,1.0,0,6782.0,6782.0,0.22583978856921302,0,0,0
96,LP001327,0,0,-0.4782811703356305,0.2328268670930237,-0.10414774995196399,360.0,1.0,1,2484.0,2484.0,-0.4782811703356305,0,1,0
97,LP001333,1,0,-0.5613405761440893,-0.213500251675891,-1.1393849116441879,360.0,1.0,1,1977.0,1977.0,-0.5613405761440893,0,1,0
98,LP001334,1,0,-0.19912293069536682,-0.5544873301529852,-0.36593185980517007,180.0,1.0,1,4188.0,4188.0,-0.19912293069536682,1,1,0
99,LP001343,1,0,-0.5970544823891465,0.6565811200851197,-0.17554341627556563,360.0,1.0,1,1759.0,1759.0,-0.5970544823891465,0,1,0
100,LP001345,1,2,-0.18274040489488186,0.5615014733282169,-0.1517448608343651,180.0,1.0,1,4288.0,4288.0,-0.18274040489488186,1,1,0
101,LP001349,1,0,-0.09181738670219032,0.7472145963102249,0.06244213813643986,360.0,1.0,1,4843.0,4843.0,-0.09181738670219032,0,0,0
102,LP001350,1,0,1.35099166054652,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,10171.25,3812.5,1.35099166054652,0,1,0
103,LP001356,1,0,-0.1231080109811166,0.6709456710340044,-0.21124124943736647,360.0,1.0,1,4652.0,4652.0,-0.1231080109811166,0,1,0
104,LP001357,1,0,-0.26006592667317086,-0.2966094393087234,0.16953563762184234,360.0,1.0,1,3816.0,3816.0,-0.26006592667317086,0,1,0
105,LP001367,1,1,-0.38522842378887595,-0.20221381878748168,-0.5444210256141742,360.0,1.0,1,3052.0,3052.0,-0.38522842378887595,0,1,0
106,LP001369,1,2,0.9851698594216909,-0.16938055947574543,0.9429886894608602,360.0,1.0,1,10171.25,3812.5,0.9851698594216909,0,1,0
107,LP001370,1,0,0.31610750572988516,-0.5544873301529852,-0.3064354712021687,360.0,1.0,0,7333.0,7333.0,0.31610750572988516,1,0,0
108,LP001379,1,2,-0.26268713080124845,0.6767598940371243,0.8358951899754578,360.0,0.0,0,3800.0,3800.0,-0.26268713080124845,0,1,0
109,LP001384,1,3,-0.5459410018916334,-0.2966094393087234,-0.6158166919377758,480.0,1.0,1,2071.0,2071.0,-0.5459410018916334,1,1,0
110,LP001385,1,0,-0.014328039665896469,-0.5544873301529852,-0.11604702767256427,360.0,1.0,1,5316.0,5316.0,-0.014328039665896469,0,0,0
111,LP001387,0,0,-0.40537893052347246,0.24342927374577186,-0.08034919451076344,360.0,1.0,1,2929.0,2929.0,-0.40537893052347246,0,1,0
112,LP001391,1,0,-0.3000392896263542,0.8525546366020454,0.07434141585704014,360.0,0.0,0,3572.0,3572.0,-0.3000392896263542,1,1,0
113,LP001392,0,1,0.33543888617445744,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,7451.0,7451.0,0.33543888617445744,0,0,1
114,LP001398,1,0,-0.05790555829518646,-0.5544873301529852,-0.3302340266433692,360.0,1.0,1,5050.0,5050.0,-0.05790555829518646,0,0,0
115,LP001401,1,1,1.5038406262650446,-0.5544873301529852,0.4670175806368492,180.0,1.0,1,10171.25,3812.5,1.5038406262650446,0,1,0
116,LP001404,0,0,-0.36638851911831827,0.22632861785424258,0.09813997129824069,360.0,1.0,1,3167.0,3167.0,-0.36638851911831827,0,1,0
117,LP001405,1,1,-0.5225139899969399,-0.07635299142582604,-0.7229101914231782,360.0,1.0,1,2214.0,2214.0,-0.5225139899969399,0,1,0
118,LP001421,1,0,0.02695592535132563,0.17810476824012994,0.34802480343084646,360.0,1.0,0,5568.0,5568.0,0.02695592535132563,0,1,0
119,LP001422,0,0,0.8198701740947977,-0.5544873301529852,1.3475641319612697,360.0,1.0,1,10171.25,3812.5,0.8198701740947977,0,0,0
120,LP001426,1,0,0.04317462589380574,0.3576616551011876,0.40752119203384785,360.0,1.0,1,5667.0,5667.0,0.04317462589380574,0,1,0
121,LP001430,0,0,-0.2027270863714735,-0.5544873301529852,-1.2107805779677896,360.0,1.0,1,4166.0,4166.0,-0.2027270863714735,0,0,0
122,LP001431,0,0,-0.5351285348633134,2.5167904679656767,-0.10414774995196399,360.0,0.0,1,2137.0,2137.0,-0.5351285348633134,0,0,0
123,LP001432,1,2,-0.40079182329933666,-0.5544873301529852,-0.7705073023055794,360.0,1.0,1,2957.0,2957.0,-0.40079182329933666,0,1,0
124,LP001439,1,0,-0.18077450179882365,0.13432708915781494,0.5741110801222516,360.0,1.0,1,4300.0,4300.0,-0.18077450179882365,1,1,0
125,LP001443,0,0,-0.2803802586657722,-0.5544873301529852,-0.6277159696583761,360.0,1.0,1,3692.0,3692.0,-0.2803802586657722,0,0,0
126,LP001448,2,3,3.014309505069758,-0.5544873301529852,2.6683839589479,360.0,1.0,1,10171.25,3812.5,3.014309505069758,0,1,0
127,LP001449,1,0,-0.25203848903093323,0.006414183089175776,-0.21124124943736647,360.0,1.0,1,3865.0,3865.0,-0.25203848903093323,0,0,0
128,LP001451,1,1,0.8370718261853068,0.7622631734947707,0.16953563762184234,180.0,0.0,0,10171.25,3812.5,0.8370718261853068,0,1,1
129,LP001465,1,0,0.11083445744980862,0.32414436955379017,0.43131974747504837,360.0,1.0,0,6080.0,6080.0,0.11083445744980862,0,1,0
130,LP001469,1,0,2.4184770417061197,-0.5544873301529852,6.000181720715977,480.0,1.0,1,10171.25,3812.5,2.4184770417061197,0,0,1
131,LP001473,1,0,-0.5552790415979099,0.10525597414221513,-0.8538022463497813,360.0,1.0,1,2014.0,2014.0,-0.5552790415979099,0,0,0
132,LP001478,1,0,-0.4399460599624957,-0.5544873301529852,-0.9013993572321825,360.0,1.0,1,2718.0,2718.0,-0.4399460599624957,0,0,0
133,LP001482,1,0,-0.31855154378090217,-0.5544873301529852,-1.4368668546591947,120.0,1.0,1,3459.0,3459.0,-0.31855154378090217,0,1,1
134,LP001487,1,0,-0.08329847328593815,-0.5544873301529852,-0.5206224701729736,360.0,1.0,1,4895.0,4895.0,-0.08329847328593815,0,0,0
135,LP001488,1,3,-0.22992207920027855,2.096114333034056,1.716441741299878,360.0,1.0,0,4000.0,4000.0,-0.22992207920027855,0,1,0
136,LP001489,0,0,-0.13441195378345122,-0.5544873301529852,-0.7348094691437785,360.0,1.0,0,4583.0,4583.0,-0.13441195378345122,0,1,0
137,LP001491,1,2,-0.34197855567559565,0.6425585822540657,-0.6872123582613775,360.0,1.0,1,3316.0,3316.0,-0.34197855567559565,0,1,1
138,LP001492,1,0,1.571991933595062,-0.5544873301529852,1.145276410711065,360.0,0.0,0,10171.25,3812.5,1.571991933595062,0,0,0
139,LP001493,1,2,-0.19715702759930862,-0.06540857165524729,-0.19934197171676618,360.0,1.0,0,4200.0,4200.0,-0.19715702759930862,1,1,0
140,LP001497,1,2,-0.05921616035922526,0.15792599428812537,0.4670175806368492,360.0,1.0,0,5042.0,5042.0,-0.05921616035922526,0,1,0
141,LP001498,1,0,0.0022183113925933404,-0.5544873301529852,0.26472985938664456,360.0,1.0,1,5417.0,5417.0,0.0022183113925933404,0,0,0
142,LP001504,1,0,0.25336243191402774,-0.5544873301529852,0.34802480343084646,180.0,1.0,1,6950.0,6950.0,0.25336243191402774,0,0,1
143,LP001507,1,0,-0.4432225651225927,0.14116735151442666,-0.2826369157609681,360.0,1.0,1,2698.0,2698.0,-0.4432225651225927,0,1,0
144,LP001508,1,2,1.0408704471433399,-0.5544873301529852,0.49081613607804975,180.0,1.0,1,10171.25,3812.5,1.0408704471433399,0,1,0
145,LP001514,0,0,-0.5035102600683774,0.9797835164350234,-0.5444210256141742,360.0,1.0,1,2330.0,2330.0,-0.5035102600683774,0,1,0
146,LP001516,0,2,1.550203174280417,-0.5544873301529852,-0.9013993572321825,360.0,1.0,1,10171.25,3812.5,1.550203174280417,0,1,0
147,LP001518,1,1,-0.6332598644082182,-0.06711863724440022,-1.3773704660561934,360.0,1.0,1,1538.0,1538.0,-0.6332598644082182,0,1,0
148,LP001519,0,0,0.753029468828819,0.015306524152771011,0.9429886894608602,360.0,1.0,0,10000.0,10000.0,0.753029468828819,0,0,0
149,LP001520,1,0,-0.08903235731610788,-0.2706164423535989,-0.2469390825991673,360.0,1.0,1,4860.0,4860.0,-0.08903235731610788,0,1,0
150,LP001528,1,0,0.143108033276764,-0.5544873301529852,-0.3302340266433692,360.0,0.0,0,6277.0,6277.0,0.143108033276764,0,0,0
151,LP001529,1,0,-0.4630454213411795,0.7280618617117122,0.07434141585704014,360.0,1.0,1,2577.0,2577.0,-0.4630454213411795,0,1,1
